Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude
6716 Rutland,22068497.,Homrich,"8,998.37",HHF,09/06/2014,No,7,Warren Ave Community,42.340149,-83.211765
6901 Piedmont,22087889.,Homrich,"12,814.58",HHF,09/06/2014,No,7,Warrendale,42.342431,-83.22839300000001
12010 Plainview,22093814.,Homrich,"12,852.45",HHF,09/06/2014,No,7,Weatherby,42.374325,-83.234747
11663 Plainview,22094587.,Homrich,"15,469.58",HHF,08/30/2014,No,7,Weatherby,42.372914,-83.235385
9301 Pierson,22107178.,Homrich,"15,235.18",HHF,08/29/2014,No,7,Franklin Park,42.362821000000004,-83.245012
6569 Whitehead,18002733.,"Adamo Group, Inc.","7,420.00",HHF,02/10/2015,No,6,Claytown,42.334943,-83.127913
3399 Williams,12007186.,"Adamo Group, Inc.","18,550.00",HHF,02/17/2015,No,6,Chadsey Condon,42.335652,-83.091325
1502 Kendall,06004290.,"Adamo Group, Inc.","21,021.00",HHF,04/21/2015,No,2,Pilgrim Village,42.402392,-83.11188
1700 Kendall,06004261.,"Adamo Group, Inc.","11,308.00",HHF,04/20/2015,No,2,Oakman Blvd Community,42.400958,-83.11577
1927 Kendall,08004898.,"Adamo Group, Inc.","15,766.00",HHF,04/20/2015,No,2,Oakman Blvd Community,42.400196,-83.116576
2477 Kendall,10004515.,"Adamo Group, Inc.","9,512.00",HHF,04/21/2015,No,2,Oakman Blvd Community,42.397703,-83.12331400000001
2525 Kendall,10004522.,"Adamo Group, Inc.","16,714.00",HHF,04/21/2015,No,2,Oakman Blvd Community,42.397403999999995,-83.124126
3280 Kendall,12005089.,"Adamo Group, Inc.","36,216.00",HHF,05/06/2015,No,2,Oakman Blvd Community,42.395472,-83.132281
3746 Kendall,14006119.,"Adamo Group, Inc.","19,888.00",HHF,04/22/2015,No,2,Oakman Blvd Community,42.39443,-83.135088
3774 Kendall,14006115.,"Adamo Group, Inc.","21,198.00",HHF,04/23/2015,No,2,Oakman Blvd Community,42.394254,-83.13555
5774 Eastlawn,21053097.,Esso Wrecking Co.,"11,610.00",HHF,03/11/2016,No,4,Chandler Park,42.400334,-82.96562800000001
5059 Lenox,21049956.,Esso Wrecking Co.,"8,550.00",HHF,05/26/2016,No,4,Chandler Park,42.39363,-82.96683399999999
5977 Chalmers,21055920.,Esso Wrecking Co.,"9,870.00",HHF,03/20/2016,No,4,Chandler Park-Chalmers,42.402878,-82.964189
5816 Lakeview,21052409.,Esso Wrecking Co.,"10,200.00",HHF,03/15/2016,No,4,Chandler Park,42.40037,-82.96729599999999
12764 Kelly Rd,21056881.,Able Demolition,"21,743.28",Non-HHF,02/17/2017,No,4,Denby,42.424516,-82.960256
7257 Faust,22079378.,Direct Construction Services,"19,841.39",HHF,03/19/2016,No,7,Warrendale,42.344232,-83.221168
5325 Iroquois,17007378.,Able Demolition,"9,820.23",HHF,06/02/2016,No,5,Pingree Park,42.380236,-83.011021
5312 Iroquois,17007114.,Esso Wrecking Co.,"9,100.00",HHF,03/20/2016,No,5,Pingree Park,42.380334000000005,-83.010385
18440 Greydale,22112721.,Homrich,"13,279.03",HHF,09/09/2014,No,1,Holcomb Community,42.424821,-83.256468
18418 Greydale,22112718.,Homrich,"16,127.77",HHF,08/22/2014,No,1,Holcomb Community,42.424533000000004,-83.256457
12891 Penrod,22077993.,Homrich,"7,660.00",HHF,05/03/2016,No,1,Schoolcraft Southfield,42.383299,-83.221252
12815 Kelly Rd,21057376.,Salenbien Trucking & Excavating Inc.,"5,628.00",Non-HHF,05/27/2015,No,4,Mapleridge,42.425164,-82.96071500000001
4724 Springwells,20005282.,Homrich,"20,500.00",HHF,12/22/2014,No,6,Claytown,42.329838,-83.138689
4799 Springwells,20005413.,Homrich,"12,300.00",HHF,12/23/2014,No,6,Claytown,42.330508,-83.139814
4357 St James,20010698.,Homrich,"12,300.00",HHF,12/23/2014,No,6,Claytown,42.327783000000004,-83.149877
3363 Tillman,12007555.,Homrich,"11,500.00",HHF,12/23/2014,No,6,Chadsey Condon,42.334903999999995,-83.091984
4730 Tillman,12007356.,Homrich,"14,700.00",HHF,12/22/2014,No,6,Chadsey Condon,42.343707,-83.096463
4751 Tillman,12007488.,Homrich,"13,400.00",HHF,12/22/2014,No,6,Chadsey Condon,42.343736,-83.097258
5038 Tillman,12007380.,Homrich,"16,000.00",HHF,12/22/2014,No,6,Chadsey Condon,42.346639,-83.09821099999999
5150 Tillman,12007394.,Homrich,"16,200.00",HHF,12/23/2014,No,6,Chadsey Condon,42.34787,-83.098936
753 Algonquin,21047184.,Homrich,"14,800.00",HHF,01/20/2015,No,4,Jefferson Chalmers,42.366275,-82.954696
231 Ashland,21062587.,Homrich,"12,300.00",HHF,01/21/2015,No,4,Jefferson Chalmers,42.362862,-82.932826
4517 Farmbrook,21078208.,Homrich,"12,900.00",HHF,01/13/2015,No,4,Cornerstone Village,42.406546,-82.91765799999999
18632 Gallagher,13023125.,Homrich,"13,000.00",HHF,01/19/2015,No,3,Conant Gardens,42.430188,-83.06949499999999
4401 Garvin,13006731.,"Adamo Group, Inc.","7,065.00",Non-HHF,10/31/2014,No,3,Buffalo Charles,42.411035,-83.055143
15455 Glenwood,21018302.,Homrich,"14,700.00",HHF,01/08/2015,No,4,Mapleridge,42.431119,-82.961823
15452 Glenwood,21018020-1,Homrich,"13,100.00",HHF,01/08/2015,No,4,Mapleridge,42.430699,-82.961913
5991 Guilford,21075754.,Homrich,"13,200.00",HHF,01/13/2015,No,4,Cornerstone Village,42.414776,-82.93248
651 Hague,03002297.,Homrich,"23,000.00",HHF,12/30/2014,No,5,North End,42.382149,-83.070756
594 Harmon,03002792.,Homrich,"14,200.00",HHF,01/14/2015,No,5,Gateway Community,42.392899,-83.07898
5685 Harold,13005720.,Homrich,"12,300.00",HHF,01/19/2015,No,3,Buffalo Charles,42.407808,-83.044223
15744 Indiana,16035596.,Homrich,"15,400.00",HHF,01/26/2015,No,2,Fitzgerald/Marygrove,42.406835,-83.15738499999999
1682 Clements,06003940.,ABC Demolition,"8,900.00",HHF,02/06/2015,No,2,Oakman Blvd Community,42.397690000000004,-83.113194
9347 Pierson,22107171-2,Homrich,"15,793.25",HHF,08/29/2014,No,7,Franklin Park,42.363424,-83.24504300000001
6701 Plainview,22094842.,Homrich,"12,280.91",HHF,09/06/2014,No,7,Warrendale,42.339642,-83.234298
8887 Pierson,22107216.,Homrich,"14,825.61",HHF,09/06/2014,No,7,Franklin Park,42.358758,-83.244799
8400 Pierson,22106185.,Homrich,"15,058.24",HHF,09/08/2014,No,7,Warrendale,42.353909,-83.243965
8316 Pierson,22106184.,Homrich,"15,229.66",HHF,08/29/2014,No,7,Warrendale,42.35366,-83.24395
8300 Pierson,22106182.,Homrich,"20,059.44",HHF,09/08/2014,No,7,Warrendale,42.353433,-83.243941
9311 Pierson,22107177.,Homrich,"20,219.10",HHF,09/08/2014,No,7,Franklin Park,42.362916999999996,-83.245017
9200 Pierson,22106245.,Homrich,"12,445.16",HHF,08/30/2014,No,7,Franklin Park,42.361075,-83.24417700000001
9114 Pierson,22106244.,Homrich,"6,452.36",HHF,08/30/2014,No,7,Franklin Park,42.360814000000005,-83.244166
9104 Pierson,22106243.,Homrich,"13,909.89",HHF,08/29/2014,No,7,Franklin Park,42.360677,-83.244162
9094 Pierson,22106241-2,Homrich,"11,675.91",HHF,08/30/2014,No,7,Franklin Park,42.36054,-83.244156
9331 Pierson,22107174.,Homrich,"14,982.25",HHF,08/29/2014,No,7,Franklin Park,42.363177,-83.24503
12050 Plainview,22093819.,Homrich,"12,569.47",HHF,08/30/2014,No,7,Weatherby,42.374853,-83.234767
9210 Pierson,22106247.,Homrich,"17,400.40",HHF,08/29/2014,No,7,Franklin Park,42.361274,-83.24418399999999
12051 Plainview,22094571.,Homrich,"13,689.23",HHF,08/30/2014,No,7,Weatherby,42.374891999999996,-83.235454
9258 Pierson,22106257.,Homrich,"12,063.07",HHF,08/29/2014,No,7,Franklin Park,42.362234,-83.244217
9229 Pierson,22107189.,Homrich,"14,032.57",HHF,08/29/2014,No,7,Franklin Park,42.361601,-83.244945
9278 Pierson,22106261.,Homrich,"14,896.05",HHF,09/08/2014,No,7,Franklin Park,42.362617,-83.244229
12137 Pierson,22107116.001,Homrich,"12,843.23",HHF,08/29/2014,No,7,Weatherby,42.375955,-83.245408
6433 Evergreen,22097212-3,Homrich,"22,783.56",HHF,08/13/2014,No,7,Warrendale,42.337765000000005,-83.235509
8113 Patton,22104869.,Homrich,"17,407.46",HHF,08/13/2014,No,7,Warrendale,42.351894,-83.242199
21511 Thatcher,22014562.,Homrich,"13,700.00",HHF,01/19/2015,No,1,Holcomb Community,42.420256,-83.255303
17664 Vaughan,22097894.,Homrich,"13,200.00",HHF,01/30/2015,No,1,Holcomb Community,42.421524,-83.23915600000001
3006 Kendall,12005107.,"Adamo Group, Inc.","21,769.00",HHF,04/23/2015,No,2,Oakman Blvd Community,42.396324,-83.129975
1533 Pasadena,06004035.,"Adamo Group, Inc.","17,415.00",HHF,04/23/2015,No,2,Pilgrim Village,42.399846999999994,-83.11072800000001
2278 Pasadena,08004712.,"Adamo Group, Inc.","13,061.00",HHF,04/23/2015,No,2,Oakman Blvd Community,42.397209000000004,-83.119152
3018 Pasadena,12004765.,"Adamo Group, Inc.","13,061.00",HHF,04/23/2015,No,2,Oakman Blvd Community,42.39377,-83.128541
3827 PASADENA,14005741.,"Adamo Group, Inc.","9,574.00",HHF,04/23/2015,No,2,Oakman Blvd Community,42.391007,-83.134558
15023 Wildemere,12005983.,"Adamo Group, Inc.","22,640.00",HHF,04/28/2015,No,2,Dexter-Fenkell,42.401140999999996,-83.132362
15351 Log Cabin,08009686.,"Adamo Group, Inc.","13,393.00",HHF,04/22/2015,No,2,Pilgrim Village,42.403867,-83.121558
15388 Muirland,12011682.,"Adamo Group, Inc.","17,552.00",HHF,04/29/2015,No,2,Pilgrim Village,42.404446,-83.133115
1530 Rademacher,18007699.,DMC Consultants,"9,468.00",HHF,08/29/2014,No,6,Central Southwest,42.31116,-83.11107700000001
15895 Baylis,08010131.,DMC Consultants,"6,393.75",HHF,05/30/2014,No,2,Pilgrim Village,42.409181,-83.124264
16598 Lilac,16026204.,DMC Consultants,"5,380.05",HHF,05/17/2014,No,2,Fitzgerald/Marygrove,42.413709000000004,-83.14673
19214 W Davison,22008610-1,DMC Consultants,"9,994.10",HHF,06/02/2014,No,1,Schoolcraft Southfield,42.384302000000005,-83.229987
15779 Mansfield,22057733.,DMC Consultants,"9,867.90",HHF,05/23/2014,No,1,Crary/St Marys,42.406422,-83.205717
15744 Dexter,12010667.,DMC Consultants,"15,435.80",HHF,06/03/2014,No,2,Pilgrim Village,42.407047,-83.136157
1981 Florence,08005431.,DMC Consultants,"6,156.00",HHF,05/05/2014,No,2,Martin Park,42.412458,-83.120266
19032 W Davison,22008634-5,DMC Consultants,"5,876.50",HHF,05/07/2014,No,1,Schoolcraft Southfield,42.384356,-83.227775
15970 Chalfonte,22010538.001,DMC Consultants,"16,562.65",HHF,06/02/2014,No,1,Grand River-St Marys,42.399498,-83.204235
3369 Benson,13001257.,DMC Consultants,"20,160.00",HHF,01/06/2015,No,5,McDougall-Hunt,42.356984000000004,-83.024333
15903 Rossini Drive,21025033.002L,DMC Consultants,"10,300.00",HHF,04/24/2015,No,3,Regent Park,42.444126000000004,-82.956397
16510 Indiana,16035641.,Homrich,"24,776.00",HHF,05/13/2015,No,2,Fitzgerald/Marygrove,42.412391,-83.15764399999999
5651 Porter,16000498.,ABC Demolition,"15,900.00",HHF,05/03/2016,No,6,Central Southwest,42.313344,-83.0997
4954 Cecil,18011870.,Homrich,"34,100.00",HHF,01/09/2015,No,6,Claytown,42.333164000000004,-83.133033
4981 Cecil,18012039-49,Homrich,"17,500.00",HHF,01/09/2015,No,6,Claytown,42.333242,-83.13394100000001
1932 Central,18009659.,Homrich,"18,900.00",HHF,01/12/2015,No,6,Springwells,42.310552,-83.122451
7003 Lexington,18000578.,RDC Construction Services,"11,360.00",Non-HHF,11/13/2015,No,6,Central Southwest,42.305977,-83.1127
15881 Muirland,12011855.,Homrich,"12,900.00",HHF,12/17/2014,No,2,Pilgrim Village,42.408989,-83.133848
3046 Roosevelt,12010015.,Homrich,"18,600.00",HHF,12/22/2014,No,6,Chadsey Condon,42.332066,-83.094321
4995 Scotten,14009916.,Homrich,"12,700.00",HHF,12/23/2014,No,6,Chadsey Condon,42.342562,-83.109934
4411 Sharon,20008226.,Homrich,"13,700.00",HHF,12/22/2014,No,6,Claytown,42.328154,-83.15153000000001
4420 Springwells,20005257.,Homrich,"13,300.00",HHF,12/23/2014,No,6,Claytown,42.327816999999996,-83.137211
4469 Springwells,20005441.,Homrich,"17,700.00",HHF,12/23/2014,No,6,Claytown,42.328208000000004,-83.13811899999999
2653 Clements,10004248.,ABC Demolition,"17,250.00",HHF,02/16/2015,No,2,Oakman Blvd Community,42.393238000000004,-83.12345400000001
2704 Clements,10004268.,ABC Demolition,"30,150.00",HHF,02/16/2015,No,2,Oakman Blvd Community,42.393370000000004,-83.124584
2908 Clements,12004605.,ABC Demolition,"19,600.00",HHF,02/16/2015,No,2,Oakman Blvd Community,42.392959999999995,-83.125712
2922 Clements,12004603.,ABC Demolition,"17,525.00",HHF,02/04/2015,No,2,Oakman Blvd Community,42.392877,-83.125938
3032 Clements,12004587.,ABC Demolition,"18,950.00",HHF,02/05/2015,No,2,Oakman Blvd Community,42.392202000000005,-83.127765
3253 Clements,12004546.,ABC Demolition,"17,850.00",HHF,02/04/2015,No,7,Oakman Blvd Community,42.391251000000004,-83.12884100000001
3274 Clements,12004574.,ABC Demolition,"20,250.00",HHF,02/04/2015,No,7,Oakman Blvd Community,42.39156,-83.12948399999999
3331 Clements,12004557.,ABC Demolition,"20,150.00",HHF,02/05/2015,No,7,Oakman Blvd Community,42.390775,-83.130126
3730 Clements,14005620.,ABC Demolition,"14,750.00",HHF,02/17/2015,No,7,Oakman Blvd Community,42.390544,-83.132238
2739 Grand,10004328-0,DMC Consultants,"11,980.00",HHF,02/10/2015,No,2,Oakman Blvd Community,42.393485,-83.1254
4222 Grand,14005692.,DMC Consultants,"16,742.00",HHF,02/11/2015,No,2,Oakman Blvd Community,42.389666999999996,-83.137086
6787 Mansfield,22058138.,Homrich,"16,583.77",HHF,08/20/2014,No,7,Warren Ave Community,42.341246999999996,-83.20263100000001
6528 Minock,22090454.,Homrich,"17,423.95",HHF,09/19/2014,No,7,Warrendale,42.339128,-83.231197
9254 Stout,22101029.,Homrich,"8,007.48",HHF,08/19/2014,No,7,Franklin Park,42.362255,-83.239278
19601 Sawyer,22000990.,Homrich,"9,954.60",HHF,08/19/2014,No,7,Warrendale,42.346599,-83.233232
8690 Penrod,22077631.,Homrich,"15,053.67",HHF,08/20/2014,No,7,Warrendale,42.357257000000004,-83.219714
8285 Rosemont,22077248.,Homrich,"6,563.29",HHF,08/20/2014,No,7,Warrendale,42.353621999999994,-83.21909000000001
8324 Penrod,22077604.,Homrich,"16,210.28",HHF,08/20/2014,No,7,Warrendale,42.354162,-83.21961800000001
8050 Penrod,22077579.,Homrich,"11,109.42",HHF,08/19/2014,No,7,Warrendale,42.35136,-83.219535
6789 Vaughan,22098665.,MCM,"9,485.00",HHF,08/19/2014,No,7,Warrendale,42.340767,-83.236862
6087 Minock,22091676.,Homrich,"22,195.78",HHF,09/08/2014,No,7,Warrendale,42.333613,-83.231693
8273 Heyden,22099945.029,Homrich,"12,393.45",HHF,08/30/2014,No,7,Warrendale,42.353165000000004,-83.238567
8284 Heyden,22098863-4,Homrich,"14,660.35",HHF,08/28/2014,No,7,Warrendale,42.353315,-83.23785600000001
6411 Piedmont,22087938.,Homrich,"6,073.51",HHF,08/26/2014,No,7,Warrendale,42.337539,-83.228216
7684 Plainview,22093630.,Homrich,"9,399.49",HHF,09/06/2014,No,7,Warrendale,42.348043,-83.23400500000001
8909 Pierson,22107213.,Homrich,"17,928.63",HHF,08/29/2014,No,7,Franklin Park,42.359046,-83.244815
8864 Pierson,22106221.,Homrich,"13,975.11",HHF,08/29/2014,No,7,Franklin Park,42.358415,-83.24408199999999
7793 Plainview,22094758.,Homrich,"11,865.28",HHF,08/26/2014,No,7,Warrendale,42.349527,-83.234717
7804 Plainview,22093647.,Homrich,"13,646.96",HHF,08/26/2014,No,7,Warrendale,42.349674,-83.234064
7818 Plainview,22093649.,Homrich,"17,030.19",HHF,08/30/2014,No,7,Warrendale,42.349893,-83.234072
7335 Piedmont,22087872.,Homrich,"17,681.90",HHF,09/08/2014,No,7,Warrendale,42.34519,-83.228492
9252 Pierson,22106255-6,Homrich,"11,681.94",HHF,08/29/2014,No,7,Franklin Park,42.362111,-83.244212
15640 Rossini Drive,21024759.,DMC Consultants,"11,300.00",HHF,04/24/2015,No,3,Regent Park,42.443504,-82.960068
15632 Rossini Drive,21024760.,DMC Consultants,"12,800.00",HHF,04/24/2015,No,3,Regent Park,42.443501,-82.960197
15625 Rossini Drive,21025012.002L,DMC Consultants,"12,400.00",HHF,04/24/2015,No,3,Regent Park,42.444033000000005,-82.96037
16110 Manning,21023039.,DMC Consultants,"13,400.00",HHF,04/24/2015,No,3,Regent Park,42.440775,-82.953758
11919 E State Fair,21024201-3,Esso Wrecking Co.,"10,200.00",HHF,03/25/2016,No,3,Conner Creek,42.442002,-83.00204599999999
8203 Plainview,22094740.,DMC Consultants,"9,321.00",HHF,11/20/2014,No,7,Warrendale,42.352276,-83.23483900000001
8082 Terry,22042744.,DMC Consultants,"9,956.00",HHF,12/11/2014,No,7,Fiskhorn,42.352242,-83.19004699999999
8083 Terry,22043355.,DMC Consultants,"16,300.00",HHF,12/29/2014,No,7,Fiskhorn,42.352235,-83.190603
8221 Warwick,22086655.,DMC Consultants,"10,200.00",HHF,12/30/2014,No,7,Warrendale,42.352598,-83.227571
16317 Liberal,21022996.,Jenkins Construction,"10,900.00",HHF,06/05/2015,No,3,Regent Park,42.440422,-82.951199
15725 Linwood,12010904.,Jenkins Construction,"11,900.00",HHF,09/26/2014,No,2,Pilgrim Village,42.406915999999995,-83.127841
21661 Glenco,22014627.,MCM,"14,820.00",HHF,09/19/2014,No,1,Holcomb Community,42.421110999999996,-83.256781
15514 14th St,08009258.,Able Demolition,"13,223.43",HHF,06/06/2016,No,2,Pilgrim Village,42.405789,-83.11977900000001
5251 Beaconsfield,21066242.,Esso Wrecking Co.,"9,650.00",HHF,03/20/2016,No,4,Morningside,42.40103,-82.951667
5259 Beaconsfield,21066241.,Homrich,"9,400.00",HHF,06/25/2014,No,4,Morningside,42.401129,-82.95173299999999
14023 Plainview,22094531.,Homrich,"20,600.00",HHF,07/11/2014,No,1,Westwood Park,42.388089,-83.236048
14031 Minock,22091312.,Homrich,"6,900.00",HHF,07/09/2014,No,1,Westwood Park,42.388238,-83.233646
14100 Prevost,22054885.,Homrich,"11,700.00",HHF,09/22/2014,No,1,Greenfield-Grand River,42.389434,-83.202191
20106 Dresden,21034775.,Farrow Group,"16,229.55",HHF,12/01/2014,No,3,Conner Creek,42.445178000000006,-82.999861
20059 Dresden,21034825.,Farrow Group,"13,629.55",HHF,12/01/2014,No,3,Conner Creek,42.444497999999996,-83.000525
8829 Olivet,20002085.,Salenbien Trucking & Excavating Inc.,"6,644.56",Non-HHF,06/08/2016,No,6,Springwells,42.298957,-83.128365
14386 Westwood,22089488.,Able Demolition,"10,390.38",HHF,06/30/2016,No,1,Westwood Park,42.392431,-83.23189
8740 Olivet,20002133.,Able Demolition,"9,020.56",Non-HHF,05/18/2015,No,6,Springwells,42.299879,-83.127117
3695 Gilbert,18010340.,"Adamo Group, Inc.","21,624.00",HHF,02/05/2015,No,6,Michigan-Martin,42.328055,-83.12025899999999
15221 Glenwood,21018285.,"Adamo Group, Inc.","8,813.00",HHF,02/09/2015,No,4,Mapleridge,42.431064,-82.964816
15226 Glenwood,21018040.,"Adamo Group, Inc.","11,595.00",HHF,02/09/2015,No,4,Mapleridge,42.430649,-82.96474599999999
15309 Glenwood,21018295.001,"Adamo Group, Inc.","13,533.00",HHF,02/09/2015,No,4,Mapleridge,42.431093,-82.963261
15400 Glenwood,21018027.,"Adamo Group, Inc.","8,813.00",HHF,02/10/2015,No,4,Mapleridge,42.430686,-82.962773
15603 Glenwood,21018310.,"Adamo Group, Inc.","8,813.00",HHF,02/10/2015,No,4,Mapleridge,42.431144,-82.960378
1455 W Grand Blvd,14008176.,"Adamo Group, Inc.","24,520.00",HHF,01/27/2015,No,6,Chadsey Condon,42.342622999999996,-83.106972
1185 W Grand Blvd,14008238.,"Adamo Group, Inc.","28,290.00",HHF,01/29/2015,No,6,Chadsey Condon,42.336131,-83.10222900000001
1188 W Grand Blvd,14007927.,"Adamo Group, Inc.","22,792.00",HHF,05/22/2015,No,6,Chadsey Condon,42.336521999999995,-83.101463
1203 W Grand Blvd,14008234.001,"Adamo Group, Inc.","31,705.00",HHF,01/23/2015,No,6,Chadsey Condon,42.336578,-83.102553
2626 Doris,12005260.,DMC Consultants,"9,200.00",HHF,02/05/2015,No,2,Oakman Blvd Community,42.398567,-83.126446
4328 Grand,14005677.,DMC Consultants,"14,600.00",HHF,02/11/2015,No,2,Oakman Blvd Community,42.389012,-83.138817
2923 Grand,12004610.,DMC Consultants,"14,776.00",HHF,02/10/2015,No,2,Oakman Blvd Community,42.393207000000004,-83.12615600000001
4343 GRAND,14005672.,DMC Consultants,"15,618.00",HHF,02/11/2015,No,7,Oakman Blvd Community,42.388498999999996,-83.138754
4322 Grand,14005678.,DMC Consultants,"15,580.00",HHF,02/11/2015,No,2,Oakman Blvd Community,42.389056,-83.138702
2715 Doris,12005152.,DMC Consultants,"10,504.00",HHF,02/05/2015,No,2,Oakman Blvd Community,42.397611,-83.127573
4017 Grand,14005638.,DMC Consultants,"15,014.00",HHF,02/11/2015,No,7,Oakman Blvd Community,42.390065,-83.13462700000001
4009 Grand,14005637.,DMC Consultants,"16,730.00",HHF,02/11/2015,No,7,Oakman Blvd Community,42.39011,-83.134508
15940 Ellsworth,22010581.,MCM,"9,258.00",HHF,07/22/2014,No,1,Grand River-St Marys,42.400605,-83.203761
19216 Albion,17014260.,Able Demolition,"7,360.32",HHF,04/14/2016,No,3,Pulaski,42.436131,-83.005544
19710 Runyon,17014665-6,DMC Consultants,"9,644.00",HHF,05/22/2015,No,3,Pulaski,42.440265999999994,-83.006699
9303 Plainview,22094647.,Homrich,"12,185.58",HHF,08/30/2014,No,7,Franklin Park,42.363014,-83.235123
12204 Pierson,22106325.,Homrich,"16,482.48",HHF,09/06/2014,No,7,Weatherby,42.376537,-83.244727
12145 Pierson,22107115.002L,Homrich,"13,632.74",HHF,08/29/2014,No,7,Weatherby,42.376064,-83.245412
8515 Fielding,22103418-9,Homrich,"14,900.00",HHF,09/28/2015,No,7,Warrendale,42.355499,-83.241097
6899 Montrose,22053483.,DMC Consultants,"16,548.85",Non-HHF,06/20/2018,No,7,Warren Ave Community,42.342835,-83.198989
8097 Fielding,22103454.,Homrich,"23,600.00",HHF,10/09/2015,No,7,Warrendale,42.351702,-83.240945
3275 Doris,12005190.,Able Demolition,"7,923.45",HHF,07/12/2016,No,2,Oakman Blvd Community,42.39584,-83.132389
9520 Greensboro,21065272.,"Adamo Group, Inc.","8,348.00",HHF,05/20/2015,No,4,Outer Drive-Hayes,42.410539,-82.956724
9178 Philip,21060348.,Rickman Enterprise Group,"11,940.00",HHF,05/04/2016,No,4,Outer Drive-Hayes,42.407104,-82.963034
9212 Philip,21060353.,Rickman Enterprise Group,"11,130.00",HHF,05/04/2016,No,4,Outer Drive-Hayes,42.407598,-82.96305799999999
5817 Marlborough,21059482.,DMC Consultants,"10,462.00",HHF,04/06/2016,No,4,Chandler Park-Chalmers,42.402229,-82.9621
10200 Nottingham,21066567.,DMC Consultants,"14,935.00",HHF,10/29/2018,No,4,Outer Drive-Hayes,42.414294,-82.951208
10886 Nottingham,21066620.001,Rickman Enterprise Group,"19,530.00",HHF,01/30/2018,No,4,Yorkshire Woods,42.420564,-82.946776
14140 Frankfort,21003131.,Rickman Enterprise Group,"8,860.00",HHF,05/03/2016,No,4,Chandler Park,42.395862,-82.962242
13026 Frankfort,21003173.,Esso Wrecking Co.,"9,870.00",HHF,03/23/2016,No,4,Chandler Park,42.394006,-82.96731199999999
18215 Evergreen,22096170.,Homrich,"11,030.32",HHF,09/19/2014,No,1,Holcomb Community,42.422678000000005,-83.238826
17520 Kentfield,22100317.,Homrich,"13,840.10",HHF,08/26/2014,No,1,Holcomb Community,42.41952,-83.241038
20245 Chapel,22111493.,Homrich,"23,636.26",HHF,09/19/2014,No,1,Evergreen Lahser 7/8,42.440562,-83.255423
18572 Patton,22104139.,Homrich,"20,622.60",HHF,09/19/2014,No,1,Holcomb Community,42.426795,-83.244919
9064 Delmar,05005011.,Smalley,"6,800.00",HHF,05/21/2014,No,5,North End,42.386842,-83.06964
985 E Euclid,05002761.,Smalley,"11,760.00",HHF,05/27/2014,No,5,North End,42.381311,-83.06759
13966 Auburn,22092449.,Smalley,"7,980.00",HHF,05/20/2014,No,1,Westwood Park,42.387384000000004,-83.23411999999999
13987 Auburn,22092700.,Smalley,"5,800.00",HHF,05/20/2014,No,1,Westwood Park,42.387656,-83.23482
12959 Glastonbury,22082635.,Smalley,"8,100.00",HHF,05/19/2014,No,1,Schoolcraft Southfield,42.384103,-83.225023
9707 Cameron,05004463.,Smalley,"11,080.00",HHF,05/23/2014,No,5,North End,42.391395,-83.074374
9051 Delmar,05005186.,Smalley,"8,600.00",HHF,05/21/2014,No,5,North End,42.386423,-83.069986
13590 Greenview,22079802.,Smalley,"8,150.00",HHF,05/17/2014,No,1,Schoolcraft Southfield,42.385581,-83.223128
1446 Calvert,06002789.,Homrich,"14,500.00",HHF,05/01/2014,No,5,Gateway Community,42.384941999999995,-83.099101
1507 LANSING,16009819.,Homrich,"9,600.00",HHF,05/29/2014,No,6,Central Southwest,42.316859,-83.097024
20083 Dresden,21034822.,Farrow Group,"13,297.55",HHF,12/22/2014,No,3,Conner Creek,42.444827000000004,-83.000537
15819 Liberal,21022952.,Homrich,"25,534.99",HHF,09/29/2014,No,3,Regent Park,42.440339,-82.95789599999999
15282 Liberal,21022690.,Jenkins Construction,"4,900.00",HHF,10/22/2014,No,3,Regent Park,42.439688000000004,-82.963886
15848 Liberal,21022663.,Homrich,"23,100.00",HHF,09/15/2015,No,3,Regent Park,42.439815,-82.957297
3441 Cicotte,18010556.,ABC Demolition,"15,000.00",HHF,05/31/2016,No,6,Michigan-Martin,42.325468,-83.12003100000001
17652 Trinity,22108610.,Homrich,"13,200.00",HHF,05/03/2016,No,1,Holcomb Community,42.421172,-83.248673
18431 Greydale,22112879.,Homrich,"11,568.00",HHF,08/22/2014,No,1,Holcomb Community,42.424676,-83.257006
18141 Evergreen,22096174.,Homrich,"9,656.30",HHF,08/25/2014,No,1,Holcomb Community,42.422317,-83.23880799999999
18261 Greydale,22112891.,Homrich,"16,449.68",HHF,09/04/2014,No,1,Holcomb Community,42.422878000000004,-83.257082
17344 Oakfield,22069275.,Homrich,"11,876.58",HHF,08/26/2014,No,2,College Park,42.418157,-83.21424499999999
18118 Kentfield,22100335.,MCM,"10,544.00",HHF,09/22/2014,No,1,Holcomb Community,42.42194,-83.241151
4809 Renville,20010156.,"Adamo Group, Inc.","8,348.00",HHF,01/23/2015,No,6,Claytown,42.328306,-83.144277
4826 Renville,20009982.,"Adamo Group, Inc.","12,390.00",HHF,01/23/2015,No,6,Claytown,42.328718,-83.14401
4838 Renville,20009984.,"Adamo Group, Inc.","12,390.00",HHF,01/23/2015,No,6,Claytown,42.328862,-83.144115
