School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,ZIP Code,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Teachers Icon ,Teachers Score,Parent Engagement Icon,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Latitude,Longitude
610521,Sir Miles Davis Magnet Elementary Academy,ES,6730 S Paulina St ,Chicago,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,35,NDA,NDA,Average,51,Average,54,NDA,NDA,NDA,NDA,NDA,NDA,NDA,93.00%,57.8,94.50%,100.00%,63.9,62.3,24.8,14.1,43.1,52,22.6,17.1,49.1,45.5,4.4,13.3,5.9,3.2,0,-0.9,Yellow,Red,25.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,354,43,NDA,41.77122181,-87.66656657
610534,Skinner North,ES,640 W Scott St ,Chicago,60610,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,Strong,64,Average,52,96.40%,0,97.80%,100.00%,83.3,83,100,100,74.1,76,NDA,NDA,NDA,NDA,NDA,NDA,100,100,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,242,33,NDA,41.9051367,-87.64483441
610226,Socorro Sandoval Elementary School,ES,5534 S Saint Louis Ave ,Chicago,60629,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,Weak,44,Average,50,95.80%,3.7,96.50%,98.90%,77.3,47.9,44.1,23,53,61.5,NDA,NDA,NDA,NDA,NDA,NDA,15.9,9.1,-0.5,-0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1186,44,NDA,41.79235177,-87.71102417
610160,Songhai Elementary Learning Institute,ES,11725 S Perry Ave ,Chicago,60628,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Very Weak,17,NDA,NDA,Average,47,Average,54,NDA,NDA,NDA,Weak,46,Weak,46,89.50%,84.7,95.40%,100.00%,24.8,NDA,13.8,16.3,35.8,36.8,25.6,22.5,70,67.2,7.4,25.9,3.6,3.6,0.1,-1.4,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,352,48,NDA,41.68086831,-87.62505762
609990,South Loop Elementary School,ES,1212 S Plymouth Ct ,Chicago,60605,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Not on Probation,No,Very Strong,84,Strong,66,Weak,34,Weak,36,Average,Average,46,Strong,54,Weak,46,95.30%,12.7,97.20%,100.00%,89,70.1,81.7,80.1,63.5,66.8,72,68.7,70.9,71.6,27.3,40.9,54.2,48.8,1,1.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,795,38,NDA,41.86685634,-87.62865124
610530,South Shore Fine Arts Academy,ES,1415 E 70th St ,Chicago,60637,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,Strong,56,Strong,55,93.60%,22.4,96.30%,100.00%,77.2,46.5,29.2,20.8,40,54.5,NDA,NDA,NDA,NDA,NDA,NDA,20.8,0,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,255,46,NDA,41.76772772,-87.59039017
609745,Southside Occupational Academy High School,HS,7342 S Hoyne Ave ,Chicago,60636,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,NDA,Not Applicable,No,NDA,,Average,52,NDA,,NDA,,Average,Strong,60,Strong,63,Strong,60,85.50%,13.1,95.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,40,71.7,NDA,201,43,NDA,41.75986813,-87.6759838
610183,Spencer Technology Academy,ES,214 N Lavergne Ave ,Chicago,60644,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,35,Average,50,Average,57,Strong,71,Strong,Average,56,Average,50,Strong,55,92.50%,24.1,96.00%,100.00%,55.3,44.9,26.1,21.5,56,50,36,29.4,56.6,61.4,9.4,21.9,10.7,11,0.7,1.7,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,811,36,NDA,41.88488257,-87.75048169
610357,Spry Community Links High School,HS,2400 S Marshall Blvd ,Chicago,60623,West Side High School Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,70,NDA,NDA,Very Strong,92,Very Strong,87,NDA,NDA,NDA,Strong,56,Average,51,95.60%,9.7,95.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.3,14.6,15.5,15.9,1.6,16.9,35,73.7,65.2,205,39,92.8,41.84815451,-87.69912725
609880,Stephen Decatur Classical Elementary School,ES,7030 N Sacramento Ave ,Chicago,60645,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,Very Strong,99,Average,52,Weak,46,96.20%,2.8,95.40%,100.00%,100,97.2,98.6,98.6,50.7,61.3,100,100,48.1,78.6,NDA,NDA,93.6,93.6,0.2,-1,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,289,32,NDA,42.00930696,-87.70465502
609933,Stephen F Gale Elementary Community Academy,ES,1631 W Jonquil Ter ,Chicago,60626,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,39,Weak,31,Weak,35,Weak,27,Weak,Weak,29,Weak,45,Weak,43,92.10%,34.8,95.20%,100.00%,40.1,15.5,18.7,17.9,49.3,39.3,32.4,24.8,46.2,48.9,7.5,22.5,7.6,6.9,-0.5,0,Yellow,Yellow,20.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,532,32,NDA,42.02106425,-87.67196481
609976,Stephen K Hayt Elementary School,ES,1518 W Granville Ave ,Chicago,60660,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,72,Strong,61,Average,52,Average,44,Average,Strong,66,NDA,NDA,NDA,NDA,95.60%,55.6,96.00%,99.30%,78.2,59.2,50.8,46.9,56.9,66.5,55.5,46.3,61.5,57.5,26.7,39.5,28.6,23.2,0.3,0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1000,32,NDA,41.99456814,-87.6685227
609724,Stephen T Mather High School,HS,5835 N Lincoln Ave ,Chicago,60659,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,58,Average,44,Average,48,Average,47,Average,Average,56,NDA,NDA,NDA,NDA,87.60%,7.6,96.50%,97.90%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.5,14.4,15,15.4,0.9,15.9,24.6,56.2,57.4,1657,32,59,41.9875954,-87.70244871
610191,Stone Elementary Scholastic Academy,ES,6239 N Leavitt St ,Chicago,60659,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,78,NDA,NDA,Average,55,Average,43,NDA,NDA,NDA,Strong,55,Average,47,96.40%,1.9,96.00%,100.00%,83.2,46.2,62.8,67.5,59.9,56.7,62,68.8,59.9,59.4,40,47.3,45.7,44.7,0.3,1.7,Yellow,Green,57.1,56.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,646,32,NDA,41.99536777,-87.68475636
610405,Suder Montessori Magnet Elementary School,ES,2022 W Washington Blvd ,Chicago,60612,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Not on Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.60%,6.5,95.70%,100.00%,82.2,60.7,61.3,50.9,58,59.5,NDA,NDA,NDA,NDA,NDA,NDA,40.7,29.2,0.7,-0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,351,38,NDA,41.88324176,-87.67764871
610249,Talman Elementary School,ES,5450 S Talman Ave ,Chicago,60632,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,Very Strong,81,Strong,57,Average,48,96.20%,9.2,95.50%,100.00%,50.6,NDA,54.7,22.6,71.6,75,56,42.2,76.7,62.8,11.1,25.9,27.3,16.5,0.5,0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,376,43,NDA,41.79407382,-87.6902983
610396,Tarkington School of Excellence Elementary School,ES,3330 W 71st St ,Chicago,60629,AUSL Schools,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,48,NDA,NDA,Weak,39,Average,40,NDA,NDA,NDA,Average,49,Strong,56,95.90%,10.5,96.60%,100.00%,NDA,NDA,36.3,34.5,56,53.7,30.6,36.7,53.4,56.1,6.3,10.7,13.4,9.7,-0.9,-0.2,Red,Yellow,26.1,53.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1070,44,NDA,41.76443483,-87.70642093
610506,TEAM Englewood Community Academy High School,HS,6201 S Stewart Ave ,Chicago,60621,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,45,Average,48,Average,55,Average,53,Strong,Strong,68,Strong,58,Average,49,87.30%,8.2,96.50%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,12.4,14.3,13.3,1.3,15.3,7.9,NDA,NDA,440,45,77.4,41.7814927,-87.63494163
609921,Telpochcalli Elementary School,ES,2832 W 24th Blvd ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,42,Average,48,Very Weak,19,Weak,22,Very Strong,Strong,69,Strong,55,Average,51,95.40%,2.7,94.70%,96.40%,31.3,NDA,31.8,13.6,50.8,66.2,30.8,25.4,51.6,54.4,4.5,18.2,8.4,7.3,-0.1,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,285,39,NDA,41.84797834,-87.6966316
609991,Theodore Herzl Elementary School,ES,3711 W Douglas Blvd ,Chicago,60623,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,41,NDA,NDA,Average,53,Strong,65,NDA,NDA,NDA,NDA,NDA,NDA,NDA,90.80%,23.9,97.00%,96.00%,62.6,35.6,13.5,16.3,63.3,50.4,22.1,22.1,65.7,67.6,0,10.5,4.6,3.8,0.1,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,512,36,NDA,41.86225473,-87.71825927
609728,Theodore Roosevelt High School,HS,3436 W Wilson Ave ,Chicago,60625,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,42,NDA,NDA,Average,42,Weak,37,NDA,NDA,NDA,NDA,NDA,NDA,NDA,82.30%,9.7,96.10%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.9,13.4,14.3,14,1.1,15.7,13.7,59.4,42.9,1490,31,61.2,41.96485522,-87.71483051
610178,Theophilus Schmid Elementary School,ES,9755 S Greenwood Ave ,Chicago,60628,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Average,46,NDA,NDA,Weak,31,Average,53,NDA,NDA,NDA,Weak,41,Average,52,92.10%,67.1,96.30%,100.00%,62.8,45.2,35.8,22.6,51.9,58.5,47.1,43.1,56.3,54.2,13.3,20,17.1,6.7,-0.4,-0.7,Yellow,Yellow,43.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,185,48,NDA,41.71701772,-87.59689622
609794,Thomas A Edison Regional Gifted Center Elementary School,ES,4929 N Sawyer Ave ,Chicago,60625,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Very Strong,91,NDA,NDA,Strong,64,Average,56,NDA,NDA,NDA,Strong,55,Strong,57,96.60%,1.9,96.30%,100.00%,NDA,NDA,92,97.8,52.8,57.6,93.1,98.9,55.2,60.4,80,96.7,79,88.4,1.8,1.6,Green,Green,31.8,78.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,269,31,NDA,41.9711433,-87.70962725
609987,Thomas A Hendricks Elementary Community Academy,ES,4316 S Princeton Ave ,Chicago,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,33,NDA,NDA,Strong,67,Strong,78,NDA,NDA,NDA,Average,51,Average,52,91.20%,61.8,95.60%,100.00%,58.7,60,31.6,12.1,41.1,50,48.5,16.7,71.9,54.9,7.5,32.5,8.5,1,0.9,-2.3,Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,307,42,NDA,41.81579314,-87.63370133
609851,Thomas Chalmers Specialty Elementary School,ES,2745 W Roosevelt Rd ,Chicago,60608,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,34,Strong,76,Weak,39,Average,45,Very Strong,Strong,78,NDA,NDA,NDA,NDA,94.40%,3.4,97.30%,100.00%,37.5,NDA,7.5,10.3,35.8,12.8,17.2,21.9,31.4,57.6,0,12.5,2.1,4.9,-0.7,1.2,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,288,39,NDA,41.8664078,-87.69526079
609896,Thomas Drummond Elementary School,ES,1845 W Cortland St ,Chicago,60622,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,72,NDA,NDA,Average,59,Average,46,NDA,NDA,NDA,Strong,58,Average,48,95.20%,0.3,96.70%,97.50%,71.3,NDA,68.6,69.3,66.3,75.3,37.7,42.9,43.3,61.3,0,0,34,34,0,0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,352,35,NDA,41.91588634,-87.67449563
610002,Thomas Hoyne Elementary School,ES,8905 S Crandon Ave ,Chicago,60617,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Strong,67,Strong,66,Strong,77,Strong,73,Strong,Strong,66,NDA,NDA,NDA,NDA,94.80%,0,95.40%,100.00%,40.2,NDA,36.2,42.7,56.3,61.7,54,65,50,50,14.6,41.5,23.4,14,0.7,0,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,288,47,NDA,41.73330693,-87.5681905
610295,Thomas J Higgins Elementary Community Academy,ES,11710 S Morgan St ,Chicago,60643,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,Average,49,Average,53,95.20%,0.5,95.20%,100.00%,62,30.4,35.7,25.2,58.3,63.7,43.6,35.3,63.8,57,9.1,20.5,19.1,9.8,1.7,0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,369,49,NDA,41.68100687,-87.64702985
610220,Thomas J Waters Elementary School,ES,4540 N Campbell Ave ,Chicago,60625,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Very Strong,85,NDA,NDA,Average,56,Average,54,NDA,NDA,NDA,Average,52,Average,49,96.10%,0.4,95.10%,100.00%,70.4,31.2,51.1,59,42,44.2,49.6,54.7,61.6,50.8,22.7,61.4,27.2,28.5,0.2,0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,590,31,NDA,41.96434835,-87.69136881
609715,Thomas Kelly High School,HS,4136 S California Ave ,Chicago,60632,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,36,Average,53,Weak,36,Weak,35,Strong,Average,57,NDA,NDA,NDA,NDA,89.30%,5.8,95.30%,99.70%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.4,13.4,15.1,14.6,1.2,17.1,22.1,67.4,46.4,2883,39,65.6,41.81871101,-87.69467483
610321,Thurgood Marshall Middle School,MS,3900 N Lawndale Ave ,Chicago,60618,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,39,NDA,NDA,Very Weak,11,Very Weak,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.00%,18.1,96.00%,97.20%,NDA,NDA,NDA,NDA,NDA,NDA,44.8,35.7,47.2,50.9,20.5,19.9,18.6,4,-1.7,-2.2,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,435,31,NDA,41.9520236,-87.72035833
609895,Turner-Drew Elementary Language Academy,ES,9300 S Princeton Ave ,Chicago,60620,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Not on Probation,No,Average,56,Average,56,Average,48,Average,51,Strong,Strong,66,NDA,NDA,NDA,NDA,95.80%,24,95.20%,100.00%,80.2,54.2,46.3,46,54.5,60.5,68.8,55.3,57.9,52.2,18.4,44.9,24.2,23.2,0.1,0.9,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,373,48,NDA,41.72560849,-87.6302048
610394,Uplift Community High School,HS,900 W Wilson Ave ,Chicago,60640,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,50,Average,50,Strong,61,Strong,62,Average,Average,53,NDA,NDA,NDA,NDA,88.70%,8.1,95.90%,98.30%,NDA,NDA,NDA,NDA,NDA,NDA,51.2,34.9,70,29.3,14.8,14.8,23.3,2.3,0.8,-0.2,Yellow,Yellow,NDA,NDA,13.6,13.9,14.9,14.7,1.1,16.9,19.6,62.4,65,473,32,91.4,41.96557412,-87.65252191
610504,Velma F Thomas Early Childhood Center,ES,3625 S Hoyne Ave ,Chicago,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,NDA,NDA,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,Strong,55,Strong,57,,0,95.60%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,211,39,NDA,41.82776914,-87.67750501
609989,Victor Herbert Elementary School,ES,2131 W Monroe St ,Chicago,60612,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,50,Average,52,Strong,64,Strong,72,Average,Average,50,Average,50,Average,52,92.80%,10.3,96.20%,100.00%,58.4,26,53.3,34.9,63.7,83.5,53.8,29,73.9,58.1,25,25,30,10.3,2.1,-0.8,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,398,38,NDA,41.87984242,-87.68031236
609944,Virgil Grissom Elementary School,ES,12810 S Escanaba Ave ,Chicago,60633,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Strong,62,Strong,66,Average,51,Strong,64,Strong,Very Strong,87,NDA,NDA,NDA,NDA,95.50%,2.5,96.40%,100.00%,84.4,51.6,53.4,47.7,45.5,60.2,50,45.7,62,54.3,23.5,44.1,22,17.7,-1.1,-1.5,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,330,47,NDA,41.66245712,-87.55334334
610518,VOISE Academy High School,HS,231 N Pine Ave ,Chicago,60644,West Side High School Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,42,NDA,NDA,Average,52,Average,52,NDA,NDA,NDA,NDA,NDA,NDA,NDA,84.50%,25,96.50%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.3,12.5,13.6,13.6,1.3,14.4,NDA,NDA,NDA,410,36,82,41.88520477,-87.76321191
610363,Walt Disney Magnet Elementary School,ES,4140 N Marine Dr ,Chicago,60613,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.40%,7.7,96.40%,100.00%,NDA,53.8,63.9,64.9,54.7,64.1,72.8,69.6,59.9,51,38.7,53.3,46,35.7,0.4,0.6,Green,Green,20,74.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1651,32,NDA,41.95680712,-87.6461175
610095,Walter L Newberry Math & Science Academy Elementary School,ES,700 W Willow St ,Chicago,60614,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,71,Strong,74,Average,52,Strong,66,Average,Average,44,Strong,54,Average,47,95.10%,2.1,96.30%,100.00%,NDA,NDA,70.2,61.5,57.5,66.9,68,65.5,61.1,59.3,40.3,43.5,46.2,35.9,1,1.3,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,558,33,NDA,41.91397435,-87.64601501
609680,Walter Payton College Preparatory High School,HS,1034 N Wells St ,Chicago,60610,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Very Strong,98,NDA,NDA,Very Strong,80,Strong,77,NDA,NDA,NDA,NDA,NDA,NDA,NDA,93.40%,0.7,96.10%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,21.2,21.8,23.1,23.2,2,27,96.4,96.9,82.4,881,33,90.7,41.90155157,-87.63453744
609955,Walter Q Gresham Elementary School,ES,8524 S Green St ,Chicago,60620,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,25,Average,49,Very Weak,7,Very Weak,11,Strong,Average,57,Average,48,Weak,46,95.50%,35.4,95.00%,100.00%,61.4,54,30.7,24,47.7,57.3,13.9,21.6,35.2,34.6,5.4,16.2,9.9,7.4,1.4,0,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,359,45,NDA,41.73891334,-87.64506169
610264,Walter Reed Elementary School,ES,6350 S Stewart Ave ,Chicago,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,29,NDA,NDA,Strong,62,Strong,68,NDA,NDA,NDA,Average,47,Average,51,92.40%,75.5,93.20%,100.00%,NDA,NDA,43.2,34.1,65.9,65.9,66,20,93.6,75.6,0,5.3,28.6,9.9,2,-0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,44,45,NDA,41.77839545,-87.63515406
609855,Walter S Christopher Elementary School,ES,5042 S Artesian Ave ,Chicago,60632,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,NDA,,Average,48,NDA,,NDA,,Strong,Strong,64,Average,52,Average,53,86.10%,4,94.10%,100.00%,42.9,15.8,28.8,19,66.1,45.5,61.7,44.7,63,54.3,7.7,38.5,13.3,5.7,0.7,0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,279,43,NDA,41.8016744,-87.68564411
610179,Washington D Smyser Elementary School,ES,4310 N Melvina Ave ,Chicago,60634,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,55,NDA,NDA,Average,43,Average,45,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.50%,4.9,97.20%,96.60%,72.6,NDA,53.9,58.4,61.1,65.7,59.2,60.2,64.7,51.5,27,49.5,36.5,27.5,0.6,0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1047,30,NDA,41.95889037,-87.78201198
610121,Washington Irving Elementary School,ES,749 S Oakley Blvd ,Chicago,60612,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,43,NDA,NDA,Weak,34,Average,44,NDA,NDA,NDA,Average,48,Average,49,95.60%,15.1,95.90%,89.00%,71.8,64.1,36.8,34,45.5,52.2,57.1,46.8,68.8,64.2,17,27.7,22.6,20.9,-0.8,0.7,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,482,38,NDA,41.87161238,-87.68357939
609740,Wells Community Academy High School,HS,936 N Ashland Ave ,Chicago,60622,West Side High School Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,51,Average,49,Average,41,Weak,38,Strong,Average,49,NDA,NDA,NDA,NDA,74.10%,16.9,96.20%,96.70%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,12.4,14.2,13.6,0.8,14.9,7.2,59.3,43.8,633,35,61.3,41.89900506,-87.66751989
