School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,ZIP Code,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Teachers Icon ,Teachers Score,Parent Engagement Icon,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Latitude,Longitude
609862,Edward Coles Elementary Language Academy,ES,8441 S Yates Blvd ,Chicago,60617,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,22,Average,43,Average,40,Average,54,Average,Average,53,Average,50,Average,51,95.10%,24.9,95.00%,98.70%,76.2,60,44.6,26.4,54.7,72.5,45.5,22.4,72.1,52.6,0,11.4,16.7,5.7,1,-0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,554,47,NDA,41.74142687,-87.56593332
609909,Edward Everett Elementary School,ES,3419 S Bell Ave ,Chicago,60608,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,NDA,,Strong,66,NDA,,NDA,,Average,Average,45,NDA,NDA,NDA,NDA,95.30%,2.4,97.70%,93.80%,64.4,47,37.2,35,56.9,52.2,NDA,NDA,NDA,NDA,NDA,NDA,13.6,13.6,0.6,1.3,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,321,39,NDA,41.83154196,-87.68127322
610012,Edward Jenner Elementary Academy of the Arts,ES,1119 N Cleveland Ave ,Chicago,60610,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,50,Weak,34,Strong,62,Average,41,Weak,Weak,26,Average,49,Average,53,88.90%,16,94.80%,98.70%,34.8,21.3,21.9,10.7,42.3,57.7,37.1,14.5,69.4,46.7,4.3,25.5,8.2,1.3,2,0.2,Green,Yellow,45.8,31.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,314,33,NDA,41.90205805,-87.64101894
609904,Edward K Ellington Elementary School,ES,243 N Parkside Ave ,Chicago,60644,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,30,NDA,NDA,Weak,37,Average,55,NDA,NDA,NDA,Average,49,Average,50,93.30%,17.4,97.30%,98.90%,56.6,46.9,29.5,33.3,60.6,64.5,43.6,29.9,69.3,60.8,11.1,14.8,16.1,8,1.9,0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,377,36,NDA,41.885506,-87.76655157
610006,Edward N Hurley Elementary School,ES,3849 W 69th Pl ,Chicago,60629,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,77,Average,56,Average,50,Average,49,Average,Average,54,Average,49,Weak,46,95.40%,12.2,94.90%,96.60%,74.8,51.7,47.6,32.1,56.6,58.4,47,39.6,54,60.7,19,26.7,16.4,11.7,0,0.8,Yellow,Green,NDA,30.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,830,44,NDA,41.7667583,-87.71950804
609735,Edward Tilden Career Community Academy High School,HS,4747 S Union Ave ,Chicago,60609,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,34,Average,57,Average,45,Weak,37,Average,Weak,35,Average,51,Average,47,78.40%,13,95.20%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,12,12.9,12.9,1.3,13.5,10.5,41.1,37,461,42,86.5,41.80751207,-87.64292985
610315,Edward White Elementary Career Academy,ES,1136 W 122nd St ,Chicago,60643,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,27,NDA,NDA,Average,44,Average,48,NDA,NDA,NDA,Average,51,Weak,46,93.80%,31,96.70%,100.00%,64.9,35.1,16.3,32.6,67.6,47.4,31.6,34.2,57.6,81.8,14.3,28.6,7.4,7.4,1.9,1.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,138,49,NDA,41.67233661,-87.65055321
609708,Edwin G Foreman High School,HS,3235 N LeClaire Ave ,Chicago,60641,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,26,NDA,NDA,Weak,28,Weak,23,NDA,NDA,NDA,NDA,NDA,NDA,NDA,84.30%,10.3,94.80%,99.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,12.7,14.1,13.7,0.7,15.3,12.5,59.7,40.9,1716,29,75.6,41.93981043,-87.7541302
609913,Elaine O Goodlow Elementary Magnet School,ES,2040 W 62nd St ,Chicago,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,44,Average,42,Average,52,Average,56,Weak,Weak,28,Weak,46,Weak,46,91.60%,47.5,96.00%,100.00%,77.8,67.9,40.5,26,50.4,67.7,35.4,29.2,61,50,4,8,9.8,8.6,-0.2,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,419,43,NDA,41.78125258,-87.67555599
610233,Elihu Yale Elementary School,ES,7025 S Princeton Ave ,Chicago,60621,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,29,Weak,35,Average,43,Average,50,NDA,NDA,NDA,Average,49,Average,47,89.70%,67.2,97.00%,100.00%,16.4,6.9,23.3,19.1,39.1,38.2,31.9,15.7,62.5,50,0,12.9,4.5,3.2,-0.1,-1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,182,45,NDA,41.76644232,-87.63209571
610227,Eli Whitney Elementary School,ES,2815 S Komensky Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,Yes,Average,44,NDA,NDA,Average,49,Average,53,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.80%,11.6,95.20%,97.60%,68.7,26.5,30.3,26.1,54.5,60.8,41.5,29.2,55.3,54.3,6.8,12.6,15,9.4,-0.1,0.7,Yellow,Yellow,9.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1133,37,NDA,41.84006197,-87.7255084
610195,Elizabeth H Sutherland Elementary School,ES,10015 S Leavitt St ,Chicago,60643,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Very Strong,86,NDA,NDA,Strong,64,Average,59,NDA,NDA,NDA,Average,50,Weak,40,95.60%,6.8,96.20%,96.00%,87.7,NDA,56.6,72.8,66.5,67.6,66.9,84.7,70.2,68.1,29.3,60.9,37.2,35.7,0,-0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,762,49,NDA,41.71142687,-87.67678398
610119,Elizabeth Peabody Elementary School,ES,1444 W Augusta Blvd ,Chicago,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,51,Average,58,Average,50,Strong,61,Average,Average,55,Average,52,Average,49,95.20%,7.6,97.00%,100.00%,66.2,NDA,18.4,10.5,32.4,43.5,45,30.4,56.4,46.7,14.3,28.6,9.1,5.9,-1.1,-0.8,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,289,35,NDA,41.89986912,-87.66419014
609852,Eliza Chappell Elementary School,ES,2135 W Foster Ave ,Chicago,60625,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,70,Strong,65,Average,53,Average,51,Average,Average,48,Average,50,Average,52,95.10%,2.9,96.70%,98.90%,72.6,57,56,54.4,55.2,69,53.2,63.9,60,59.8,12.8,41,19.6,17.6,0.4,1,Yellow,Green,27.5,63.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,451,31,NDA,41.975867,-87.68325438
610235,Ella Flagg Young Elementary School,ES,1434 N Parkside Ave ,Chicago,60651,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,31,NDA,NDA,Average,44,Average,50,NDA,NDA,NDA,Weak,44,Average,47,94.30%,3,95.40%,100.00%,55.4,29.6,21.3,24.9,44.4,44.3,32.9,28.2,61.5,54.9,11.5,16.1,9.1,8,0.1,0.8,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1111,36,NDA,41.90678358,-87.76717934
609682,Ellen H Richards Career Academy High School,HS,5009 S Laflin St ,Chicago,60609,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,30,Weak,23,Weak,32,Very Weak,19,Average,Weak,34,Weak,43,Average,47,90.60%,17.3,95.70%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.8,12,13.1,12.8,1,14,5.5,57.3,43.1,473,42,63.5,41.80285552,-87.66224052
610073,Ellen Mitchell Elementary School,ES,2233 W Ohio St ,Chicago,60612,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Very Strong,99,Strong,64,Very Strong,95,Very Strong,95,Very Strong,Very Strong,90,Strong,56,Strong,54,95.50%,12.2,97.70%,100.00%,46.7,41.9,53.1,43.9,72.4,75.5,35.5,51.3,55.3,55.3,21.1,26.3,30.1,27.3,-0.5,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,344,35,NDA,41.89205482,-87.68317867
609712,Emil G Hirsch Metropolitan High School,HS,7740 S Ingleside Ave ,Chicago,60619,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Very Weak,13,Average,46,Weak,28,Weak,28,Average,Average,50,NDA,NDA,NDA,NDA,84.80%,47.1,95.40%,88.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.5,11.2,12.9,12.4,0.9,14.1,10.8,36.2,45.1,458,46,69.5,41.7537612,-87.60176452
609973,Emiliano Zapata Elementary Academy,ES,2728 S Kostner Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,60,Average,52,Average,43,Average,42,Strong,Strong,79,Weak,46,Average,49,96.60%,2.8,96.80%,100.00%,NDA,NDA,51.6,40.3,68.9,76.2,44.5,45.5,60.5,64.3,15.5,35.7,21.6,13.7,-0.3,1.2,Yellow,Green,20.2,52.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,988,37,NDA,41.84139181,-87.73434997
610065,Emmett Louis Till Math and Science Academy,ES,6543 S Champlain Ave ,Chicago,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,31,Weak,31,Average,47,Average,40,Average,Average,42,Average,47,Average,48,88.00%,95.7,93.30%,90.50%,34.3,NDA,15.8,7.9,39.4,43.1,15.1,15.5,43.6,52.5,4.5,23.3,3.2,3.5,-0.4,-1.6,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,471,46,NDA,41.77544062,-87.60932095
609916,Enrico Fermi Elementary School,ES,1415 E 70th St ,Chicago,60637,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,30,Average,42,Strong,65,Strong,63,Average,Average,47,NDA,NDA,NDA,NDA,89.90%,101.2,95.40%,100.00%,43.8,8.3,10.7,18.1,35.9,26.6,6.3,7.9,32.7,32.7,0,11.5,0.6,2.6,-1,-1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,238,46,NDA,41.76772772,-87.59039017
610203,Enrico Tonti Elementary School,ES,5815 S Homan Ave ,Chicago,60629,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,NDA,,Average,44,NDA,,NDA,,Average,Average,54,Average,49,Average,49,95.80%,2.1,97.20%,100.00%,73.4,35.7,37.9,24.8,47.9,59.5,NDA,NDA,NDA,NDA,NDA,NDA,17.5,13,0.7,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1021,44,NDA,41.78750499,-87.70814201
610543,Eric Solorio Academy High School,HS,5400 S St Louis Ave ,Chicago,60632,AUSL Schools,SOUTHWEST SIDE COLLABORATIVE,NDA,Not on Probation,No,Strong,67,Average,54,Average,53,Strong,63,Strong,Strong,64,Average,53,Strong,56,92.20%,3,0.00%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,13.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,581,44,85.6,41.79518118,-87.71109447
610137,Ernst Prussing Elementary School,ES,4650 N Menard Ave ,Chicago,60630,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,71,NDA,NDA,Average,49,Average,42,NDA,NDA,NDA,Weak,43,Weak,44,95.40%,23.4,96.00%,98.50%,84.6,NDA,55.4,54,48.3,58.2,56,57.4,52.3,46.3,47.2,75.5,31.4,24.5,-0.8,-0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,672,30,NDA,41.96561054,-87.77245066
609908,Esmond Elementary School,ES,1865 W Montvale ,Chicago,60643,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,36,NDA,NDA,Average,49,Average,43,NDA,NDA,NDA,Average,49,Average,50,92.90%,34,95.70%,100.00%,77.6,38.8,33.3,26.3,52,47.5,32,22.1,55.2,37.5,8.6,17.1,8.9,7.7,0.9,-0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,342,49,NDA,41.68939069,-87.66916143
609918,Eugene Field Elementary School,ES,7019 N Ashland Ave ,Chicago,60626,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,42,Weak,33,Average,47,Weak,37,Weak,Very Weak,8,Weak,44,Average,53,96.80%,10,96.70%,100.00%,NDA,NDA,23.9,24.3,49.4,51.4,48.4,36.4,70.3,53.2,7.4,13,9.8,7.9,-0.2,0.1,Yellow,Yellow,45.6,20,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,375,32,NDA,42.00966462,-87.66994862
609874,Everett McKinley Dirksen Elementary School,ES,8601 W Foster Ave ,Chicago,60656,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,44,NDA,NDA,Very Weak,12,Very Weak,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.90%,2.7,96.20%,93.80%,69.9,45.8,65.1,56.9,55.5,55.2,51.9,45.1,45.6,40.7,22.5,35.2,32.8,25.5,-0.5,-0.1,Yellow,Yellow,6.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,786,30,NDA,41.97368728,-87.84105162
610319,Evergreen Academy Middle School,MS,3537 S Paulina St ,Chicago,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,60,Average,58,Average,47,Average,44,Average,Strong,65,Weak,43,Average,48,96.10%,5.5,97.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,37.6,31.6,54.4,57.5,13.3,21.7,11.5,9.3,-0.3,-0.5,Yellow,Yellow,37.8,43.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,389,39,NDA,41.829365,-87.66778007
610057,Fairfield Elementary Academy,ES,6201 S Fairfield Ave ,Chicago,60629,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,31,Weak,24,Average,41,Weak,34,Average,Weak,25,NDA,NDA,NDA,NDA,93.40%,43.4,93.30%,98.60%,49,36.8,15.9,11.1,27.3,42,20.5,17.8,44.7,35.8,0,12.5,4.1,4.3,0.1,-0.7,Yellow,Yellow,16.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,604,43,NDA,41.78086789,-87.69207758
610541,Federico Garcia Lorca Elementary School,ES,3231 N Springfield Ave ,Chicago,60618,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,53,Average,58,Average,53,Average,58,Strong,Very Strong,82,Average,51,Strong,59,96.80%,43.8,0.00%,100.00%,63,41.7,39.1,25.6,51.5,63.8,37.8,27.3,72.2,52.3,7.7,25,8.9,7.5,-1,-0.1,Red,Yellow,39.4,42.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,860,29,NDA,41.94001885,-87.72474354
610308,Wilma Rudolph Elementary Learning Center,ES,110 N Paulina St ,Chicago,60612,Fulton Elementary Network,WEST SIDE COLLABORATIVE,NDA,Not Applicable,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,Strong,57,Strong,60,80.00%,0,95.60%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,100,38,NDA,41.88357478,-87.66951363
610120,Ferdinand Peck Elementary School,ES,3826 W 58th St ,Chicago,60629,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,51,Average,43,Average,43,Average,47,Weak,Weak,37,Weak,44,Weak,43,96.30%,1.2,97.20%,96.90%,74.4,59,50.8,31.3,53.3,69.5,44,40.2,71.4,64.1,24.1,38.6,23.2,13.8,0.7,1.1,Green,Green,17.8,87.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1560,44,NDA,41.78792632,-87.71922211
609917,Fernwood Elementary School,ES,10041 S Union Ave ,Chicago,60628,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,29,Weak,37,Very Weak,17,Average,43,Weak,Average,50,Average,48,Average,53,93.40%,29,96.10%,100.00%,70.5,43.3,22.5,12.7,35.2,55.4,31.1,20.4,38.7,34.8,15.6,34.4,12.4,7.8,-0.7,-1.7,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,344,49,NDA,41.71119799,-87.6403774
610258,Florence B Price Elementary School,ES,4351 S Drexel Blvd ,Chicago,60653,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,20,NDA,NDA,Weak,37,Average,46,NDA,NDA,NDA,Weak,46,Average,47,90.00%,156.6,95.20%,100.00%,NDA,NDA,10,13.5,46.9,41.7,7.8,27.3,44.6,50.7,0,6.9,0,0.7,-1.6,-0.2,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,112,40,NDA,41.81534262,-87.6038735
610096,Florence Nightingale Elementary School,ES,5250 S Rockwell St ,Chicago,60632,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,35,Average,54,Average,40,Average,48,Strong,Strong,72,Average,48,Average,48,95.60%,9.4,95.80%,99.40%,57.1,35.1,38.7,25.6,48.7,61.6,32.4,29.1,47.7,54.1,10.7,17.4,11.3,8.2,-0.8,-1.2,Red,Red,23.3,32.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1382,43,NDA,41.79774019,-87.68917624
609924,Fort Dearborn Elementary School,ES,9025 S Throop St ,Chicago,60620,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Weak,34,NDA,NDA,Strong,61,Strong,71,NDA,NDA,NDA,Average,47,Average,50,93.40%,24.5,95.90%,100.00%,60.1,48.3,36.6,35.8,52,64.5,69.4,44.2,74.7,70.2,7,33.3,25.2,14.1,1.4,0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,478,49,NDA,41.72966698,-87.65544435
609927,Foster Park Elementary School,ES,8530 S Wood St ,Chicago,60620,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Very Weak,11,Average,41,Weak,20,Weak,22,Average,Average,46,Weak,46,Average,48,93.70%,33.6,94.70%,97.10%,NDA,59.1,23.4,17.1,41.2,40.3,29.2,15.9,45.1,29.3,4,25.5,8,5.7,-1.1,-2.1,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,418,43,NDA,41.7384262,-87.66813597
610215,Francisco I Madero Middle School,MS,3202 W 28th St ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,Yes,Average,49,Weak,32,Average,48,Average,47,Average,Weak,34,Average,47,Average,52,95.10%,7.1,97.00%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,28.5,28.4,34.3,54.5,10.5,25.3,15.1,4.9,-1.1,-0.7,Red,Yellow,16.5,50,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,314,37,NDA,41.84098398,-87.70508585
610067,Francis M McKay Elementary School,ES,6901 S Fairfield Ave ,Chicago,60629,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,23,Average,48,Weak,37,Average,54,Strong,Strong,61,Average,48,Average,51,93.50%,9.1,95.10%,100.00%,51.4,34.2,16,13,33.2,47.6,23.4,21.6,59.1,47.5,5.1,13.9,5.7,5.7,-0.6,0.2,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,891,43,NDA,41.76810662,-87.69174944
610114,Francis Parkman Elementary School,ES,245 W 51st St ,Chicago,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,38,Weak,25,Average,45,Weak,39,Weak,Weak,28,NDA,NDA,NDA,NDA,90.60%,20.7,95.30%,100.00%,62.2,35.9,15.1,5.9,48.8,34.1,14.8,15.8,39.3,43.4,6.3,12.5,4.6,3.1,-0.3,-0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,224,42,NDA,41.80169919,-87.63297392
610020,Francis Scott Key Elementary School,ES,517 N Parkside Ave ,Chicago,60644,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,37,NDA,NDA,Average,49,Strong,64,NDA,NDA,NDA,Weak,44,Weak,45,91.90%,39.6,94.00%,100.00%,54.5,44.4,27.2,26.3,59.8,55.1,26.9,25.9,69.4,63.3,7.5,7.5,11.3,5.9,0.9,1.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,301,36,NDA,41.88983589,-87.76633519
610112,Francis W Parker Elementary Community Academy,ES,6800 S Stewart Ave ,Chicago,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,30,NDA,NDA,Average,53,Average,57,NDA,NDA,NDA,Average,48,Average,51,91.90%,39,94.90%,98.60%,NDA,30.9,25.6,14.2,39.6,55.7,25.3,27.3,60,60,7.7,14.1,8.4,6.5,0.4,0,Yellow,Yellow,10.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,808,45,NDA,41.77079606,-87.6353099
609800,Frank I Bennett Elementary School,ES,10115 S Prairie Ave ,Chicago,60628,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Average,46,Average,46,Average,55,Strong,66,Average,Average,56,Average,47,Weak,45,92.50%,6.5,95.90%,100.00%,57.2,41.9,35.3,27.4,56.2,56.7,55.2,34.2,60.5,58.6,10,40,13.7,8.4,0.7,0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,504,48,NDA,41.71041656,-87.61735342
609939,Frank L Gillespie Elementary School,ES,9301 S State St ,Chicago,60619,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,27,NDA,NDA,Weak,30,Average,45,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.90%,2.1,96.30%,98.80%,55.1,33.6,24.7,24,50.7,58.7,36.8,33.8,53.2,52.8,8.1,16.2,7.6,5.6,0.2,0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,609,48,NDA,41.72529635,-87.62368165
609926,Franklin Elementary Fine Arts Center,ES,225 W Evergreen Ave ,Chicago,60610,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Very Strong,87,NDA,NDA,Strong,60,Average,55,NDA,NDA,NDA,Strong,58,Average,48,95.90%,5.6,95.30%,100.00%,72.7,42.6,74.1,66.9,50,53.1,70.2,71.3,56.4,54.8,33.3,63.6,55.1,50.2,0.8,1.4,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,363,33,NDA,41.90657253,-87.6355136
609958,Frank W Gunsaulus Elementary Scholastic Academy,ES,4420 S Sacramento Ave ,Chicago,60632,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,46,Weak,38,Weak,30,Average,45,Weak,Very Weak,14,Average,49,Average,48,96.60%,87.3,96.00%,100.00%,72.8,61.1,44,32.7,48.2,59.2,56.3,51.1,56.5,59.6,27.4,42.4,24,18.1,0.6,1.7,Green,Green,22.4,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,867,39,NDA,41.81299531,-87.69940042
610144,Frank W Reilly Elementary School,ES,3650 W School St ,Chicago,60618,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,48,NDA,NDA,Weak,33,Weak,34,NDA,NDA,NDA,Average,48,Average,51,97.00%,8.7,96.70%,100.00%,77.8,40.1,39.5,27,63.2,62.7,48.7,33.2,62.7,59.2,11.6,30.3,15.5,9.8,0.2,0.5,Yellow,Yellow,22.5,69,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1195,29,NDA,41.94112155,-87.71953058
